,movie_title,title_year,duration,color,genre,language,country,content_rating,director_name,actor_1_name,actor_2_name,budget,gross,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,num_critic_for_reviews,IMDB_user_votes,IMDB_user_reviews,IMDB_score
2469,Bucky Larson: Born to Be a Star,2011,97.0,Color,Comedy,English,USA,R,Tom Brady,Don Johnson,Kevin Nealon,10000000.0,2331318.0,105,982.0,503.0,0,49.0,9541.0,64.0,3.3
2470,A Better Life,2011,98.0,Color,Drama,English,USA,PG-13,Chris Weitz,Demián Bichir,Eddie 'Piolin' Sotelo,10000000.0,1754319.0,129,749.0,252.0,0,94.0,13174.0,81.0,7.2
2471,Killer Joe,2011,98.0,Color,Crime,English,USA,R,William Friedkin,Matthew McConaughey,Scott A. Martin,11000000.0,1987762.0,607,11000.0,414.0,12000,376.0,59297.0,216.0,6.7
2472,Coriolanus,2011,123.0,Color,Drama,English,UK,R,Ralph Fiennes,Gerard Butler,Ashraf Barhom,21000000.0,756452.0,0,18000.0,451.0,12000,196.0,27009.0,118.0,6.2
2473,You Got Served: Beat the World,2011,91.0,Color,Drama,English,Canada,PG-13,Robert Adetuyi,Shane Pollard,Mishael Morgan,10000000.0,23472900.0,8,485.0,152.0,0,5.0,1642.0,11.0,4.5
2474,Melancholia,2011,130.0,Color,Drama,English,Denmark,R,Lars von Trier,Alexander Skarsgård,Kirsten Dunst,7400000.0,3029870.0,3000,10000.0,4000.0,50000,439.0,128729.0,551.0,7.1
2475,Red Dog,2011,92.0,Color,Biography,English,Australia,PG,Kriv Stenders,Noah Taylor,Keisha Castle-Hughes,8500000.0,23472900.0,25,509.0,446.0,10000,54.0,13003.0,80.0,7.5
2476,Detention,2011,93.0,Color,Comedy,English,USA,R,Joseph Kahn,Josh Hutcherson,Shanley Caswell,10000000.0,23472900.0,33,14000.0,383.0,0,115.0,12520.0,76.0,5.8
2477,Glee: The 3D Concert Movie,2011,84.0,Color,Documentary,English,USA,PG,Kevin Tancharoen,Lea Michele,Heather Morris,9000000.0,11860839.0,64,2000.0,892.0,0,67.0,5156.0,21.0,5.4
2478,Polisse,2011,127.0,Color,Crime,French,France,Unrated,Maïwenn,Riccardo Scamarcio,Maïwenn,21000000.0,171320.0,236,580.0,236.0,0,163.0,10796.0,33.0,7.3
2479,50/50,2011,100.0,Color,Comedy,English,USA,R,Jonathan Levine,Joseph Gordon-Levitt,Anna Kendrick,8000000.0,34963967.0,129,23000.0,10000.0,40000,327.0,270441.0,378.0,7.7
2480,Prom,2011,104.0,Color,Comedy,English,USA,PG,Joe Nussbaum,Cameron Monaghan,Thomas McDonell,8000000.0,10106233.0,18,1000.0,962.0,0,83.0,12702.0,32.0,5.4
2481,Albert Nobbs,2011,113.0,Color,Drama,English,UK,R,Rodrigo García,Mia Wasikowska,Michael McElhatton,8000000.0,3014541.0,127,3000.0,415.0,0,222.0,19616.0,98.0,6.7
2482,Jumping the Broom,2011,112.0,Color,Comedy,English,USA,PG-13,Salim Akil,Gary Dourdan,Loretta Devine,6600000.0,37295394.0,70,1000.0,912.0,0,52.0,7973.0,59.0,5.7
2483,We Need to Talk About Kevin,2011,112.0,Color,Drama,English,UK,R,Lynne Ramsay,Ezra Miller,Siobhan Fallon Hogan,7000000.0,1738692.0,159,3000.0,294.0,38000,389.0,95529.0,301.0,7.5
2484,Twixt,2011,88.0,Color,Comedy,English,USA,R,Francis Ford Coppola,Alden Ehrenreich,Bruce Dern,7000000.0,23472900.0,0,1000.0,844.0,0,112.0,8589.0,70.0,4.8
2485,Shame,2011,101.0,Color,Drama,English,UK,NC-17,Steve McQueen,Michael Fassbender,Nicole Beharie,6500000.0,4000304.0,0,13000.0,898.0,23000,486.0,145395.0,375.0,7.3
2486,Bernie,2011,99.0,Color,Comedy,English,USA,PG-13,Richard Linklater,Matthew McConaughey,Brandon Smith,5000000.0,9203192.0,0,11000.0,106.0,15000,231.0,45396.0,136.0,6.8
2487,The Guard,2011,96.0,Color,Comedy,English,Ireland,R,John Michael McDonagh,Don Cheadle,Fionnula Flanagan,6000000.0,5359774.0,51,3000.0,482.0,17000,261.0,64794.0,131.0,7.3
2488,Snow Flower and the Secret Fan,2011,104.0,Color,Drama,English,China,PG-13,Wayne Wang,Bingbing Li,Russell Wong,6000000.0,1346503.0,61,974.0,595.0,0,56.0,3024.0,22.0,6.1
2489,The Hit List,2011,90.0,Color,Action,English,USA,R,William Kaufman,Drew Waters,Sean Cook,6000000.0,23472900.0,58,848.0,816.0,0,26.0,10196.0,39.0,5.4
2490,Le Havre,2011,93.0,Color,Comedy,French,Finland,Unrated,Aki Kaurismäki,Jean-Pierre Léaud,Kati Outinen,3850000.0,611709.0,592,232.0,67.0,0,205.0,15267.0,41.0,7.2
2491,Salvation Boulevard,2011,96.0,Color,Action,English,USA,R,George Ratliff,Jim Gaffigan,Cree Kelly,9000000.0,27445.0,3,472.0,39.0,1000,48.0,3788.0,31.0,5.3
2492,Headhunters,2011,100.0,Color,Crime,Norwegian,Norway,R,Morten Tyldum,Aksel Hennie,Synnøve Macody Lund,30300000.0,1196752.0,77,286.0,52.0,23000,284.0,79353.0,121.0,7.6
2493,Dum Maaro Dum,2011,128.0,Color,Action,Hindi,India,R,Rohan Sippy,Abhishek Bachchan,Bipasha Basu,21000000.0,563699.0,4,374.0,282.0,421,24.0,3266.0,27.0,6.2
2494,Paranormal Activity 3,2011,94.0,Color,Horror,English,USA,R,Henry Joost,Johanna Braddy,Sprague Grayden,5000000.0,104007828.0,24,581.0,438.0,24000,251.0,76828.0,314.0,5.8
2495,Our Idiot Brother,2011,90.0,Color,Comedy,English,USA,R,Jesse Peretz,Zooey Deschanel,Adam Scott,5000000.0,24809547.0,37,11000.0,3000.0,11000,179.0,74875.0,115.0,6.4
2496,Apollo 18,2011,86.0,Color,Horror,English,USA,PG-13,Gonzalo López-Gallego,Warren Christie,Ryan Robbins,5000000.0,17683670.0,17,520.0,270.0,0,228.0,47227.0,323.0,5.2
2497,Sleep Tight,2011,102.0,Color,Drama,Spanish,Spain,Unrated,Jaume Balagueró,Luis Tosar,Tony Corvillo,5000000.0,23472900.0,57,331.0,93.0,0,191.0,23756.0,48.0,7.2
2498,We Have Your Husband,2011,87.0,Color,Crime,English,USA,TV-PG,Eric Bross,Teri Polo,Esai Morales,5000000.0,23472900.0,49,708.0,699.0,58,138.0,216.0,3.0,5.5
2499,The Awakening,2011,107.0,Color,Horror,English,UK,R,Nick Murphy,Isaac Hempstead Wright,Imelda Staunton,3000000.0,23472900.0,58,874.0,579.0,10000,195.0,46347.0,112.0,6.5
2500,Take Shelter,2011,121.0,Color,Drama,English,USA,R,Jeff Nichols,Katy Mixon,Shea Whigham,5000000.0,1729969.0,337,982.0,463.0,14000,359.0,68211.0,219.0,7.4
2501,Without Men,2011,87.0,Color,Comedy,English,USA,R,Gabriela Tagliavini,Maria Conchita Alonso,Kate del Castillo,4700000.0,23472900.0,20,571.0,345.0,491,4.0,1427.0,12.0,3.2
2502,Saving Private Perez,2011,105.0,Color,Adventure,Spanish,Mexico,PG-13,Beto Gómez,Jaime Camil,Gerardo Taracena,21000000.0,1391770.0,5,274.0,154.0,0,16.0,1592.0,14.0,6.0
2503,Blackthorn,2011,102.0,Color,Action,English,Spain,R,Mateo Gil,Sam Shepard,Dominique McElligott,21000000.0,199652.0,3,820.0,356.0,0,92.0,7390.0,40.0,6.6
2504,Red State,2011,88.0,Color,Action,English,USA,R,Kevin Smith,Anna Gunn,Michael Angarano,4000000.0,23472900.0,0,1000.0,947.0,16000,270.0,53342.0,287.0,6.2
2505,Samsara,2011,102.0,Color,Documentary,None,USA,PG-13,Ron Fricke,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,4000000.0,2601847.0,330,48.0,0.0,26000,115.0,22457.0,69.0,8.5
2506,The Art of Getting By,2011,83.0,Color,Drama,English,USA,PG-13,Gavin Wiesen,Michael Angarano,Blair Underwood,21000000.0,1429260.0,19,947.0,685.0,0,122.0,45293.0,71.0,6.6
2507,Another Happy Day,2011,119.0,Color,Comedy,English,USA,R,Sam Levinson,George Kennedy,Ezra Miller,4000000.0,23472900.0,8,3000.0,3000.0,798,46.0,3297.0,42.0,6.0
2508,A Lonely Place to Die,2011,99.0,Color,Action,English,UK,R,Julian Gilbey,Ed Speleers,Eamonn Walker,4000000.0,23472900.0,7,762.0,706.0,0,135.0,22220.0,97.0,6.3
2509,Unknown,2011,113.0,Color,Action,English,UK,PG-13,Jaume Collet-Serra,Liam Neeson,Frank Langella,30000000.0,61094903.0,174,14000.0,902.0,29000,349.0,210548.0,332.0,6.9
2510,Margin Call,2011,107.0,Color,Biography,English,USA,R,J.C. Chandor,Kevin Spacey,Demi Moore,3500000.0,5354039.0,78,18000.0,2000.0,21000,290.0,92599.0,225.0,7.1
2511,August,2011,99.0,Color,Drama,English,USA,Unrated,Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,21000000.0,23472900.0,0,141.0,69.0,224,10.0,1262.0,13.0,6.1
2512,Hobo with a Shotgun,2011,86.0,Color,Action,English,Canada,Unrated,Jason Eisener,Gregory Smith,Robb Wells,3000000.0,703002.0,59,694.0,324.0,37000,272.0,37495.0,230.0,6.1
2513,Damsels in Distress,2011,99.0,Color,Comedy,English,USA,PG-13,Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,21000000.0,1007535.0,89,962.0,476.0,0,152.0,7625.0,54.0,5.7
2514,Fort McCoy,2011,100.0,Color,Drama,English,USA,R,Kate Connor,Johnny Pacar,Eric Stoltz,3000000.0,73678.0,27,1000.0,902.0,348,8.0,266.0,8.0,5.9
2515,The Divide,2011,122.0,Color,Drama,English,Germany,R,Xavier Gens,Michael Biehn,Lauren German,3000000.0,22000.0,87,2000.0,683.0,0,174.0,30511.0,226.0,5.8
2516,Never Back Down 2: The Beatdown,2011,90.0,Color,Action,English,USA,R,Michael Jai White,Michael Jai White,Alex Meraz,3000000.0,23472900.0,2000,2000.0,606.0,6000,23.0,13599.0,30.0,5.8
2517,Go for It!,2011,105.0,Color,Drama,English,USA,PG-13,Carmen Marron,Jossara Jinaro,Aimee Garcia,2450000.0,178739.0,29,847.0,618.0,566,8.0,1015.0,10.0,3.9
2518,Silent House,2011,86.0,Color,Drama,English,France,R,Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,2000000.0,12555230.0,9,120.0,44.0,0,218.0,18566.0,154.0,5.3
2519,Courageous,2011,129.0,Color,Drama,English,USA,PG-13,Alex Kendrick,Ben Davies,Alex Kendrick,2000000.0,34522221.0,589,690.0,589.0,10000,34.0,15401.0,175.0,7.0
2520,Grave Encounters,2011,92.0,Color,Horror,English,Canada,Unrated,Colin Minihan,Mackenzie Gray,Sean Rogerson,100000.0,23472900.0,6,253.0,113.0,0,116.0,40380.0,235.0,6.1
2521,The Legend of Hell's Gate: An American Conspiracy,2011,108.0,Color,Action,English,USA,PG-13,Tanner Beard,William McNamara,Kevin Alejandro,2000000.0,23472900.0,531,10000.0,1000.0,651,2.0,583.0,14.0,4.4
2522,Higher Ground,2011,109.0,Color,Drama,English,USA,R,Vera Farmiga,Donna Murphy,Bill Irwin,21000000.0,841206.0,0,553.0,471.0,952,68.0,2603.0,34.0,6.3
2523,The Greatest Movie Ever Sold,2011,90.0,Color,Comedy,English,USA,PG-13,Morgan Spurlock,Quentin Tarantino,J.J. Abrams,1500000.0,638476.0,293,16000.0,14000.0,0,130.0,13223.0,45.0,6.6
2524,The Lion of Judah,2011,87.0,Color,Animation,English,USA,PG,Deryck Broom,Vic Mignogna,Omar Benson Miller,15000000.0,23472900.0,11,578.0,418.0,381,7.0,458.0,3.0,3.7
2525,"Pink Ribbons, Inc.",2011,97.0,Color,Documentary,English,Canada,Unrated,Léa Pool,,,1200000.0,24784.0,4,1000.0,627.0,5000,23.0,591.0,10.0,7.4
2526,Q,2011,103.0,Color,Drama,French,France,Unrated,Laurent Bouhnik,Déborah Révy,Johnny Amaro,1500000.0,23472900.0,0,34.0,29.0,754,9.0,4068.0,16.0,5.6
2527,Below Zero,2011,99.0,Color,Thriller,English,Canada,R,Justin Thomas Ostensen,Michael Berryman,Kristin Booth,1200000.0,23472900.0,0,721.0,134.0,161,18.0,652.0,11.0,4.5
2528,The Raid: Redemption,2011,102.0,Color,Action,Indonesian,Indonesia,R,Gareth Evans,Iko Uwais,Yayan Ruhian,1100000.0,4105123.0,338,1000.0,342.0,51000,481.0,148221.0,316.0,7.6
2529,October Baby,2011,107.0,Color,Drama,English,USA,PG-13,Andrew Erwin,Rachel Hendrix,Robert Amaya,21000000.0,5355847.0,10,544.0,264.0,0,40.0,6110.0,82.0,6.8
2530,Martha Marcy May Marlene,2011,102.0,Color,Drama,English,USA,R,Sean Durkin,Christopher Abbott,Julia Garner,21000000.0,2981638.0,46,321.0,300.0,0,348.0,40425.0,186.0,6.9
2531,My Last Day Without You,2011,90.0,Color,Comedy,English,USA,Unrated,Stefan C. Schaefer,Nicole Beharie,Marlene Forte,1000000.0,23472900.0,0,898.0,395.0,370,21.0,982.0,12.0,5.7
2532,L!fe Happens,2011,100.0,Color,Comedy,English,USA,R,Kat Coiro,Justin Kirk,Geoff Stults,930000.0,20186.0,28,945.0,756.0,995,18.0,6025.0,15.0,5.7
2533,Circumstance,2011,107.0,Color,Drama,Persian,France,R,Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,21000000.0,439958.0,32,144.0,127.0,0,76.0,6277.0,43.0,5.9
2534,Elza,2011,78.0,Color,Drama,French,France,Unrated,Mariette Monpierre,Stana Roumillac,Christophe Cherki,900000.0,23472900.0,0,0.0,0.0,24,2.0,19.0,2.0,6.7
2535,A Separation,2011,123.0,Color,Drama,Persian,Iran,PG-13,Asghar Farhadi,Shahab Hosseini,Leila Hatami,500000.0,7098492.0,0,786.0,712.0,48000,354.0,151812.0,264.0,8.4
2536,Kevin Hart: Laugh at My Pain,2011,89.0,Color,Comedy,English,USA,R,Leslie Small,Isaac C. Singleton Jr.,Larry King,21000000.0,7705974.0,15,312.0,135.0,614,5.0,3543.0,8.0,7.5
2537,Kill List,2011,95.0,Color,Crime,English,UK,Unrated,Ben Wheatley,MyAnna Buring,Ben Crompton,500000.0,26297.0,214,513.0,257.0,0,255.0,25750.0,209.0,6.3
2538,The Innkeepers,2011,101.0,Color,Horror,English,USA,R,Ti West,Lena Dunham,Jake Ryan,750000.0,77501.0,243,969.0,128.0,0,292.0,27260.0,247.0,5.5
2539,The Harvest/La Cosecha,2011,80.0,Color,Documentary,English,USA,Unrated,U. Roberto Romano,,,560000.0,2245.0,6,1000.0,627.0,88,3.0,57.0,2.0,7.2
2540,High Road,2011,87.0,Color,Comedy,English,USA,R,Matt Walsh,Joe Lo Truglio,Matt Jones,21000000.0,23472900.0,490,833.0,523.0,244,8.0,1305.0,3.0,5.4
2541,Sholem Aleichem: Laughing in the Darkness,2011,93.0,Color,Documentary,English,USA,Unrated,Joseph Dorman,Rachel Dratch,Peter Riegert,500000.0,906666.0,0,399.0,169.0,287,29.0,154.0,5.0,6.8
2542,Enter Nowhere,2011,90.0,Color,Mystery,English,USA,R,Jack Heller,Shaun Sipos,Katherine Waterston,500000.0,23472900.0,0,322.0,178.0,701,26.0,5025.0,45.0,6.6
2543,Some Guy Who Kills People,2011,97.0,Color,Comedy,English,USA,R,Jack Perez,Kevin Corrigan,Barry Bostwick,300000.0,23472900.0,19,778.0,456.0,0,131.0,4550.0,58.0,6.4
2544,Like Crazy,2011,90.0,Color,Drama,English,USA,PG-13,Drake Doremus,Jennifer Lawrence,Charlie Bewley,250000.0,3388210.0,52,34000.0,487.0,12000,206.0,46813.0,150.0,6.7
2545,Weekend,2011,97.0,Color,Drama,English,UK,Unrated,Andrew Haigh,Tom Cullen,Chris New,120000.0,469947.0,131,507.0,75.0,0,143.0,19846.0,68.0,7.7
2546,Another Earth,2011,92.0,Color,Drama,English,USA,PG-13,Mike Cahill,Robin Lord Taylor,William Mapother,100000.0,1316074.0,135,574.0,399.0,21000,242.0,71387.0,228.0,7.0
2547,Sound of My Voice,2011,85.0,Color,Drama,English,USA,R,Zal Batmanglij,Christopher Denham,James Urbaniak,21000000.0,405614.0,129,120.0,119.0,0,136.0,15775.0,69.0,6.7
2548,Your Sister's Sister,2011,90.0,Color,Comedy,English,USA,R,Lynn Shelton,Mark Duplass,Mike Birbiglia,125000.0,1573712.0,100,830.0,128.0,3000,171.0,21618.0,62.0,6.7
2549,The FP,2011,82.0,Color,Comedy,English,USA,R,Brandon Trost,Clifton Collins Jr.,Sean Whalen,60000.0,40557.0,32,968.0,407.0,0,66.0,1389.0,22.0,5.6
2550,Absentia,2011,87.0,Color,Drama,English,USA,R,Mike Flanagan,Justin Gordon,Courtney Bell,70000.0,23472900.0,59,35.0,28.0,3000,125.0,13065.0,136.0,5.8
2551,Raymond Did It,2011,83.0,Color,Horror,English,USA,Unrated,Travis Legge,Elissa Dowling,Patricia Raven,40000.0,23472900.0,138,307.0,114.0,239,2.0,192.0,6.0,3.2
2552,The Ridges,2011,143.0,Color,Drama,English,USA,Unrated,Brandon Landers,Robbie Barnes,Alana Kaniewski,17350.0,23472900.0,8,720.0,19.0,33,138.0,125.0,8.0,3.0
2553,All Superheroes Must Die,2011,78.0,Color,Sci-Fi,English,USA,Unrated,Jason Trost,Sean Whalen,Jason Trost,20000.0,23472900.0,91,407.0,91.0,835,42.0,1771.0,35.0,4.0
2554,Newlyweds,2011,95.0,Color,Comedy,English,USA,Unrated,Edward Burns,Kerry Bishé,Caitlin FitzGerald,9000.0,4584.0,0,296.0,205.0,413,14.0,1338.0,14.0,6.4
2555,The Dark Knight Rises,2012,164.0,Color,Action,English,USA,PG-13,Christopher Nolan,Tom Hardy,Christian Bale,250000000.0,448130642.0,22000,27000.0,23000.0,164000,813.0,1144337.0,2701.0,8.5
2556,John Carter,2012,132.0,Color,Action,English,USA,PG-13,Andrew Stanton,Daryl Sabara,Samantha Morton,263700000.0,73058679.0,475,640.0,632.0,24000,462.0,212204.0,738.0,6.6
2557,The Avengers,2012,173.0,Color,Action,English,USA,PG-13,Joss Whedon,Chris Hemsworth,Robert Downey Jr.,220000000.0,623279547.0,0,26000.0,21000.0,123000,703.0,995415.0,1722.0,8.1
2558,Men in Black 3,2012,106.0,Color,Action,English,USA,PG-13,Barry Sonnenfeld,Will Smith,Michael Stuhlbarg,225000000.0,179020854.0,188,10000.0,816.0,40000,451.0,268154.0,341.0,6.8
2559,The Amazing Spider-Man,2012,153.0,Color,Action,English,USA,PG-13,Marc Webb,Emma Stone,Andrew Garfield,230000000.0,262030663.0,464,15000.0,10000.0,56000,599.0,451803.0,1225.0,7.0
2560,Battleship,2012,131.0,Color,Action,English,USA,PG-13,Peter Berg,Liam Neeson,Alexander Skarsgård,209000000.0,65173160.0,532,14000.0,10000.0,44000,377.0,202382.0,751.0,5.9
2561,Skyfall,2012,143.0,Color,Action,English,UK,PG-13,Sam Mendes,Albert Finney,Helen McCrory,200000000.0,304360277.0,0,883.0,563.0,80000,750.0,522030.0,1498.0,7.8
2562,Brave,2012,93.0,Color,Adventure,English,USA,PG,Mark Andrews,Kelly Macdonald,John Ratzenberger,185000000.0,237282182.0,56,2000.0,1000.0,39000,488.0,273556.0,428.0,7.2
2563,Snow White and the Huntsman,2012,132.0,Color,Action,English,USA,PG-13,Rupert Sanders,Chris Hemsworth,Kristen Stewart,170000000.0,155111815.0,274,26000.0,17000.0,53000,416.0,228554.0,710.0,6.1
2564,Wreck-It Ralph,2012,101.0,Color,Adventure,English,USA,PG,Rich Moore,Jack McBrayer,Sarah Silverman,165000000.0,189412677.0,66,975.0,931.0,40000,377.0,272534.0,345.0,7.8
2565,The Hobbit: An Unexpected Journey,2012,182.0,Color,Adventure,English,USA,PG-13,Peter Jackson,Aidan Turner,Adam Brown,180000000.0,303001229.0,0,5000.0,972.0,166000,645.0,637246.0,1367.0,7.9
2566,Wrath of the Titans,2012,99.0,Color,Action,English,USA,PG-13,Jonathan Liebesman,Liam Neeson,Edgar Ramírez,150000000.0,83640426.0,473,14000.0,897.0,19000,310.0,152826.0,253.0,5.8
2567,Dark Shadows,2012,113.0,Color,Comedy,English,USA,PG-13,Tim Burton,Johnny Depp,Chloë Grace Moretz,100000000.0,79711678.0,13000,40000.0,17000.0,82000,526.0,199039.0,479.0,6.2
2568,Madagascar 3: Europe's Most Wanted,2012,93.0,Color,Adventure,English,USA,PG,Eric Darnell,Jada Pinkett Smith,Martin Short,145000000.0,216366733.0,35,851.0,770.0,17000,211.0,119213.0,154.0,6.9
2569,Rise of the Guardians,2012,97.0,Color,Adventure,English,USA,PG,Peter Ramsey,Hugh Jackman,Kamil McFadden,145000000.0,103400692.0,52,20000.0,315.0,25000,256.0,123553.0,174.0,7.3
2570,The Twilight Saga: Breaking Dawn - Part 2,2012,115.0,Color,Adventure,English,USA,PG-13,Bill Condon,Robert Pattinson,Kristen Stewart,120000000.0,292298923.0,386,21000.0,17000.0,65000,322.0,185394.0,329.0,5.5
2571,The Twilight Saga: Breaking Dawn - Part 2,2012,115.0,Color,Adventure,English,USA,PG-13,Bill Condon,Robert Pattinson,Kristen Stewart,120000000.0,292298923.0,386,21000.0,17000.0,65000,322.0,185394.0,329.0,5.5
2572,The Bourne Legacy,2012,135.0,Color,Action,English,USA,PG-13,Tony Gilroy,Jeremy Renner,Scott Glenn,125000000.0,113165635.0,209,10000.0,826.0,31000,436.0,229823.0,504.0,6.7
2573,Life of Pi,2012,127.0,Color,Adventure,English,USA,PG,Ang Lee,Suraj Sharma,Rafe Spall,120000000.0,124976634.0,0,774.0,358.0,122000,552.0,440084.0,755.0,8.0
2574,Prometheus,2012,124.0,Color,Adventure,English,USA,R,Ridley Scott,Michael Fassbender,Charlize Theron,130000000.0,126464904.0,0,13000.0,9000.0,97000,775.0,456260.0,2326.0,7.0
2575,Django Unchained,2012,165.0,Color,Drama,English,USA,R,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,100000000.0,162804648.0,16000,29000.0,11000.0,199000,765.0,955174.0,1193.0,8.5
2576,The Expendables 2,2012,103.0,Color,Action,English,USA,R,Simon West,Jason Statham,Sylvester Stallone,92000000.0,85017401.0,165,26000.0,13000.0,108000,383.0,246803.0,474.0,6.7
2577,Cloud Atlas,2012,172.0,Color,Drama,English,Germany,R,Tom Tykwer,Tom Hanks,Jim Sturgess,102000000.0,27098580.0,670,15000.0,5000.0,124000,511.0,284825.0,828.0,7.5
2578,The Campaign,2012,85.0,Color,Comedy,English,USA,R,Jay Roach,Will Ferrell,Thomas Middleditch,95000000.0,86897182.0,116,8000.0,331.0,18000,255.0,106790.0,177.0,6.2
2579,Ice Age: Continental Drift,2012,88.0,Color,Adventure,English,USA,PG,Steve Martino,Peter Dinklage,Josh Gad,95000000.0,161317423.0,20,22000.0,1000.0,14000,233.0,145321.0,139.0,6.6
2580,Hotel Transylvania,2012,91.0,Color,Animation,English,USA,PG,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,85000000.0,148313048.0,266,12000.0,11000.0,28000,256.0,164148.0,168.0,7.1
2581,Safe House,2012,115.0,Color,Action,English,USA,R,Daniel Espinosa,Denzel Washington,Ryan Reynolds,85000000.0,126149655.0,79,18000.0,16000.0,19000,298.0,166693.0,276.0,6.8
2582,Mirror Mirror,2012,106.0,Color,Adventure,English,USA,PG,Tarsem Singh,Julia Roberts,Nathan Lane,85000000.0,64933670.0,763,8000.0,886.0,18000,382.0,70838.0,208.0,5.6
2583,Dredd,2012,95.0,Color,Action,English,UK,R,Pete Travis,Wood Harris,Jason Cope,35000000.0,13401683.0,38,409.0,107.0,46000,432.0,203458.0,588.0,7.1
2584,The Hunger Games,2012,142.0,Color,Adventure,English,USA,PG-13,Gary Ross,Jennifer Lawrence,Josh Hutcherson,78000000.0,407999255.0,378,34000.0,14000.0,140000,673.0,701607.0,1959.0,7.3
2585,Journey 2: The Mysterious Island,2012,94.0,Color,Action,English,USA,PG,Brad Peyton,Josh Hutcherson,Dwayne Johnson,79000000.0,103812241.0,62,14000.0,12000.0,0,178.0,67296.0,133.0,5.8
2586,Underworld: Awakening,2012,88.0,Color,Action,English,USA,R,Måns Mårlind,Theo James,Stephen Rea,70000000.0,62321039.0,24,5000.0,327.0,24000,242.0,117096.0,271.0,6.4
2587,Rock of Ages,2012,136.0,Color,Comedy,English,USA,PG-13,Adam Shankman,James Martin Kelly,Shane Hartline,75000000.0,38509342.0,163,394.0,217.0,33000,360.0,61995.0,356.0,5.9
2588,Abraham Lincoln: Vampire Hunter,2012,105.0,Color,Action,English,USA,R,Timur Bekmambetov,Rufus Sewell,Dominic Cooper,69000000.0,37516013.0,335,3000.0,3000.0,98000,393.0,128629.0,348.0,5.9
2589,Lincoln,2012,150.0,Color,Biography,English,USA,PG-13,Steven Spielberg,Joseph Gordon-Levitt,Hal Holbrook,65000000.0,182204440.0,14000,23000.0,826.0,71000,538.0,197412.0,720.0,7.4
2590,Les Misérables,2012,158.0,Color,Drama,English,USA,PG-13,Tom Hooper,Hugh Jackman,Eddie Redmayne,61000000.0,148775460.0,0,20000.0,13000.0,144000,488.0,243834.0,845.0,7.6
2591,The Dictator,2012,99.0,Color,Comedy,English,USA,R,Larry Charles,Sayed Badreya,Aasif Mandvi,65000000.0,59617068.0,119,600.0,346.0,59000,313.0,213863.0,310.0,6.4
2592,This Means War,2012,103.0,Color,Action,English,USA,PG-13,McG,Tom Hardy,Abigail Spencer,65000000.0,54758461.0,368,27000.0,1000.0,18000,241.0,147641.0,238.0,6.3
2593,Resident Evil: Retribution,2012,96.0,Color,Action,English,Germany,R,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,65000000.0,42345531.0,545,14000.0,1000.0,32000,239.0,104831.0,423.0,5.4
2594,Jack Reacher,2012,130.0,Color,Action,English,USA,PG-13,Christopher McQuarrie,Tom Cruise,Robert Duvall,60000000.0,80033643.0,188,10000.0,3000.0,38000,387.0,226570.0,448.0,7.0
2595,ParaNorman,2012,92.0,Color,Adventure,English,USA,PG,Chris Butler,Anna Kendrick,Kodi Smit-McPhee,60000000.0,55994557.0,28,10000.0,884.0,12000,328.0,72287.0,176.0,7.0
2596,Trouble with the Curve,2012,111.0,Color,Drama,English,USA,PG-13,Robert Lorenz,Clint Eastwood,Ed Lauter,21000000.0,35754555.0,39,16000.0,897.0,11000,239.0,47954.0,150.0,6.8
2597,The Avengers,2012,173.0,Color,Action,English,USA,PG-13,Joss Whedon,Chris Hemsworth,Robert Downey Jr.,220000000.0,623279547.0,0,26000.0,21000.0,123000,703.0,995415.0,1722.0,8.1
2598,Red Tails,2012,125.0,Color,Action,English,USA,PG-13,Anthony Hemingway,David Oyelowo,Nate Parker,58000000.0,49875589.0,143,1000.0,664.0,0,144.0,28807.0,273.0,5.9
2599,That's My Boy,2012,116.0,Color,Comedy,English,USA,R,Sean Anders,Adam Sandler,Leighton Meester,70000000.0,36931089.0,51,11000.0,3000.0,12000,157.0,70681.0,198.0,5.6
2600,The Watch,2012,102.0,Color,Action,English,USA,R,Akiva Schaffer,Will Forte,Nicholas Braun,68000000.0,34350553.0,82,622.0,591.0,15000,265.0,104066.0,207.0,5.7
2601,The Pirates! Band of Misfits,2012,88.0,Color,Adventure,English,UK,PG,Peter Lord,Salma Hayek,Russell Tovey,55000000.0,31051126.0,91,4000.0,796.0,0,238.0,36877.0,101.0,6.7
2602,Bullet to the Head,2012,92.0,Color,Action,English,USA,R,Walter Hill,Sylvester Stallone,Jason Momoa,55000000.0,9483821.0,394,13000.0,11000.0,10000,279.0,39247.0,131.0,5.7
